campaign_id,maker_user_id_hash,title,when_open,start_datetime,end_datetime,product_type,photo_url,nick_name,corp_name,participation_cnt,total_backed_amount,target_amount,achievement_rate,signature_cnt,remaining_day,end_yn,core_message,cust_value_code_nm,advertisement,acid,landing_url,link_url,additional_param,badge_urls,collection_id,maker_club_grade,maker_club_icon_url,is_delivery_available,is_global_shipping_available,has_coupon,category_code,category_name,status,wish_cnt,comment_cnt,positive_comment_cnt,neutral_comment_cnt,negative_comment_cnt,detail_view_cnt,maker_name,biz_model,status_simplified,total_funding_amount,avg_order_amount,wish_to_participation_rate,view_to_participation_rate,negative_rate,positive_rate
399901,m_225a22125b7b,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,2026-03-30T07:59:59+09:00,2026-03-30T07:59:59,2026-05-29T07:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399901.jpeg,브랜드 리디아,브랜드 리디아,60,3900000,5000000,78,25,19,0,푸드 카테고리에서 일상 문제를 해결하는 프리미엄 프로젝트입니다.,푸드,True,0,https://demo-source.example.invalid/web/campaign/detail/399901,/web/campaign/detail/399901,,[],,BLUE,,True,False,False,B0150,푸드,success,11,15,12,3,0,7470,브랜드 리디아,PREORDER,진행중,3900000,65000,5.454545454545454,0.008032128514056224,0.0,0.8
394506,m_f2e446c5c19a,피부의 기초 상태를 바꾸는 미니 앰플+크림세트,2026-04-27T03:59:59+09:00,2026-04-27T03:59:59,2026-05-27T03:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/394506.jpeg,브랜드 온하루,브랜드 온하루,196,13600000,20000000,68,75,17,0,스킨케어 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/394506,/web/campaign/detail/394506,,[],,,,True,False,True,B0190,스킨케어,success,26,0,0,0,0,5431,브랜드 온하루,REWARD,진행중,13600000,69388,7.538461538461538,0.0360891180261462,0.0,0.0
402685,m_0b85977e6e7a,공간 분위기를 바꾸는 호텔식 스마트 조명,2026-05-06T13:59:59+09:00,2026-05-06T13:59:59,2026-05-27T13:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402685.jpeg,스튜디오 무딕스,스튜디오 무딕스,97,5000000,20000000,25,34,17,0,홈리빙 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/402685,/web/campaign/detail/402685,,[],,,,True,False,False,B0120,홈리빙,success,27,19,10,9,0,7347,스튜디오 무딕스,PREORDER,진행중,5000000,51546,3.5925925925925926,0.01320266775554648,0.0,0.5263157894736842
401384,m_4048da274086,산책이 편해지는 초경량 감성 리드줄,2026-03-28T08:59:59+09:00,2026-03-28T08:59:59,2026-05-27T08:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/401384.jpeg,주식회사 메디비티,주식회사 메디비티,40,860000,2000000,43,20,17,0,반려동물 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/401384,/web/campaign/detail/401384,,[],,BLUE,,True,False,True,B0180,반려동물,success,6,6,4,1,1,6813,주식회사 메디비티,REWARD,진행중,860000,21500,6.666666666666667,0.005871128724497285,0.16666666666666666,0.6666666666666666
401638,m_94c072a4e244,러닝 입문자를 위한 스마트 컴팩트 밴드,2026-05-05T16:59:59+09:00,2026-05-05T16:59:59,2026-05-26T16:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401638.jpeg,브랜드 온하루,브랜드 온하루,676,29950000,5000000,599,291,16,0,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/401638,/web/campaign/detail/401638,,[],,,,True,False,False,B0160,스포츠·모빌리티,success,123,82,44,25,13,28619,브랜드 온하루,PREORDER,진행중,29950000,44305,5.495934959349594,0.023620671581816275,0.15853658536585366,0.5365853658536586
402403,m_a17f689d75c7,"전 객실 오션뷰 감성 숙소, 컴팩트 카라반 패키지",2026-04-26T21:59:59+09:00,2026-04-26T21:59:59,2026-05-26T21:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402403.jpeg,메이커 메디비티,메이커 메디비티,485,14600000,10000000,146,99,16,0,여행·레저 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/402403,/web/campaign/detail/402403,,[],,GREEN,,True,False,False,B0140,여행·레저,success,37,65,37,17,11,31833,메이커 메디비티,PREORDER,진행중,14600000,30103,13.108108108108109,0.015235761631011844,0.16923076923076924,0.5692307692307692
400928,m_f61a5a94a5f8,피부의 기초 상태를 바꾸는 바이브 앰플+크림세트,2026-04-11T13:59:59+09:00,2026-04-11T13:59:59,2026-05-26T13:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/400928.jpeg,스튜디오 로컬랩,스튜디오 로컬랩 컴퍼니,400,11600000,20000000,58,175,16,0,스킨케어 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/400928,/web/campaign/detail/400928,,[],,GREEN,,True,True,False,B0190,스킨케어,success,54,64,38,17,9,12928,스튜디오 로컬랩 컴퍼니,PREORDER,진행중,11600000,29000,7.407407407407407,0.03094059405940594,0.140625,0.59375
396525,m_730fc36bbe93,"축축한 욕실 이제 안녕, 초강력 초경량 욕실템",2026-04-26T14:59:59+09:00,2026-04-26T14:59:59,2026-05-26T14:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396525.jpeg,주식회사 사북상회,주식회사 사북상회 컴퍼니,29,1400000,2000000,70,4,16,0,홈리빙 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/396525,/web/campaign/detail/396525,,[],,GREEN,,True,False,True,B0120,홈리빙,success,2,3,3,0,0,7172,주식회사 사북상회 컴퍼니,PREORDER,진행중,1400000,48276,14.5,0.0040435025097601785,0.0,1.0
395927,m_d8337fa2ec2a,피부의 기초 상태를 바꾸는 제로 앰플+크림세트,2026-04-26T18:59:59+09:00,2026-04-26T18:59:59,2026-05-26T18:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395927.jpeg,메이커 청연,메이커 청연,8,450000,1000000,45,5,16,0,스킨케어 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,스킨케어,True,0,https://demo-source.example.invalid/web/campaign/detail/395927,/web/campaign/detail/395927,,[],,,,True,False,False,B0190,스킨케어,success,2,4,3,1,0,5699,메이커 청연,PREORDER,진행중,450000,56250,4.0,0.0014037550447446921,0.0,0.75
399148,m_bdb5f2a63b09,하루 10분으로 시작하는 실전 초경량 노트,2026-04-25T23:59:59+09:00,2026-04-25T23:59:59,2026-05-25T23:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/399148.jpeg,스튜디오 두이즈,스튜디오 두이즈,436,29200000,20000000,146,113,15,0,출판 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,출판,False,0,https://demo-source.example.invalid/web/campaign/detail/399148,/web/campaign/detail/399148,,[],,,,True,False,False,B0110,출판,success,54,58,29,18,11,28163,스튜디오 두이즈,REWARD,진행중,29200000,66972,8.074074074074074,0.015481305258672726,0.1896551724137931,0.5
400992,m_a6e081846064,"보이지 않는 바람의 차이, 공간까지 시원한 미니 선풍기",2026-04-25T05:59:59+09:00,2026-04-25T05:59:59,2026-05-25T05:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/400992.jpeg,브랜드 로컬랩,브랜드 로컬랩,1021,26000000,10000000,260,405,15,0,테크·가전 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/400992,/web/campaign/detail/400992,,[],,,,True,False,False,B0050,테크·가전,success,154,71,43,20,8,69682,브랜드 로컬랩,REWARD,진행중,26000000,25465,6.62987012987013,0.014652277489165064,0.11267605633802817,0.6056338028169014
396811,m_0303ee2b9c3e,꽂는 순간 숫자로 보이는 충전 속도ㅣ컴팩트 LED 케이블,2026-04-25T12:59:59+09:00,2026-04-25T12:59:59,2026-05-25T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396811.jpeg,메이커 사북상회,메이커 사북상회,93,5300000,10000000,53,40,15,0,주변기기 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/396811,/web/campaign/detail/396811,,[],,,,True,False,False,B0070,주변기기,success,14,15,11,3,1,6440,메이커 사북상회,PREORDER,진행중,5300000,56989,6.642857142857143,0.014440993788819875,0.06666666666666667,0.7333333333333333
393640,m_beee7d389b35,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",2026-05-03T10:59:59+09:00,2026-05-03T10:59:59,2026-05-24T10:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/393640.jpeg,주식회사 리빙온,주식회사 리빙온,134,11940000,3000000,398,36,14,0,테크·가전 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,테크·가전,True,0,https://demo-source.example.invalid/web/campaign/detail/393640,/web/campaign/detail/393640,,[],,,,False,False,False,B0050,테크·가전,success,13,31,19,7,5,7794,주식회사 리빙온,REWARD,진행중,11940000,89104,10.307692307692308,0.017192712342827817,0.16129032258064516,0.6129032258064516
398771,m_0bbf992a7759,매일 들어도 가벼운 생활방수 스마트 백팩,2026-05-10T04:59:59+09:00,2026-05-10T04:59:59,2026-05-24T04:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398771.jpeg,브랜드 무딕스,브랜드 무딕스 컴퍼니,247,10290000,1000000,1029,63,14,0,패션·잡화 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/398771,/web/campaign/detail/398771,,[],,,,True,False,False,B0170,패션·잡화,success,31,47,22,17,8,9894,브랜드 무딕스 컴퍼니,PREORDER,진행중,10290000,41660,7.967741935483871,0.02496462502526784,0.1702127659574468,0.46808510638297873
399909,m_6f771ef95a12,공간 분위기를 바꾸는 호텔식 리얼 조명,2026-05-10T14:59:59+09:00,2026-05-10T14:59:59,2026-05-24T14:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399909.jpeg,메이커 제로랩,메이커 제로랩,355,9120000,1000000,912,153,14,0,홈리빙 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/399909,/web/campaign/detail/399909,,[],,PURPLE,,True,False,False,B0120,홈리빙,success,52,67,33,27,7,22292,메이커 제로랩,PREORDER,진행중,9120000,25690,6.826923076923077,0.01592499551408577,0.1044776119402985,0.4925373134328358
393377,m_7f51d4ceeea8,피부의 기초 상태를 바꾸는 컴팩트 앰플+크림세트,2026-04-24T14:59:59+09:00,2026-04-24T14:59:59,2026-05-24T14:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393377.jpeg,스튜디오 메디비티,스튜디오 메디비티 컴퍼니,263,7350000,5000000,147,80,14,0,스킨케어 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/393377,/web/campaign/detail/393377,,[],,,,True,False,False,B0190,스킨케어,success,27,53,19,22,12,8553,스튜디오 메디비티 컴퍼니,PREORDER,진행중,7350000,27947,9.74074074074074,0.030749444639307844,0.22641509433962265,0.3584905660377358
399552,m_9251d067df01,"축축한 욕실 이제 안녕, 초강력 클린 욕실템",2026-04-24T07:59:59+09:00,2026-04-24T07:59:59,2026-05-24T07:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399552.jpeg,메이커 메디비티,메이커 메디비티,11,500000,2000000,25,3,14,0,홈리빙 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,홈리빙,True,0,https://demo-source.example.invalid/web/campaign/detail/399552,/web/campaign/detail/399552,,[],,,,True,False,False,B0120,홈리빙,success,4,0,0,0,0,1026,메이커 메디비티,PREORDER,진행중,500000,45455,2.75,0.010721247563352826,0.0,0.0
397808,m_17673e43d785,산책이 편해지는 초경량 스마트 리드줄,2026-04-23T08:59:59+09:00,2026-04-23T08:59:59,2026-05-23T08:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/397808.jpeg,메이커 제로랩,메이커 제로랩,2306,129200000,20000000,646,911,13,0,반려동물 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/397808,/web/campaign/detail/397808,,[],,,,True,False,True,B0180,반려동물,success,350,63,38,14,11,94100,메이커 제로랩,REWARD,진행중,129200000,56028,6.588571428571429,0.02450584484590861,0.1746031746031746,0.6031746031746031
402562,m_79f455ef6788,출근길 배터리 걱정 없는 초경량 시그니처 보조배터리,2026-04-23T04:59:59+09:00,2026-04-23T04:59:59,2026-05-23T04:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402562.jpeg,그린웨이,그린웨이,582,21400000,2000000,1070,107,13,0,주변기기 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,주변기기,True,0,https://demo-source.example.invalid/web/campaign/detail/402562,/web/campaign/detail/402562,,[],,PURPLE,,True,False,False,B0070,주변기기,success,34,84,56,19,9,22061,그린웨이,PREORDER,진행중,21400000,36770,17.11764705882353,0.0263813970354925,0.10714285714285714,0.6666666666666666
398355,m_9e48d15b269f,선물하기 좋은 프리미엄 컴팩트 디저트 세트,2026-04-23T12:59:59+09:00,2026-04-23T12:59:59,2026-05-23T12:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/398355.jpeg,브레바,브레바 컴퍼니,482,15000000,20000000,75,213,13,0,푸드 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,푸드,True,0,https://demo-source.example.invalid/web/campaign/detail/398355,/web/campaign/detail/398355,,[],,,,True,False,False,B0150,푸드,success,85,75,46,22,7,13793,브레바 컴퍼니,REWARD,진행중,15000000,31120,5.670588235294118,0.03494526208946567,0.09333333333333334,0.6133333333333333
394250,m_e8023bc9e70d,물끓임 필요 없는 셀프히팅 미니 머신,2026-05-02T09:59:59+09:00,2026-05-02T09:59:59,2026-05-23T09:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/394250.jpeg,스튜디오 브레바,스튜디오 브레바,67,800000,20000000,4,30,13,0,테크·가전 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/394250,/web/campaign/detail/394250,,[],,,,True,False,False,B0050,테크·가전,success,11,10,8,1,1,4646,스튜디오 브레바,REWARD,진행중,800000,11940,6.090909090909091,0.014421007318123116,0.1,0.8
395270,m_638f56a2d3f4,출퇴근을 가볍게 만드는 스마트 모빌리티 용품,2026-04-23T10:59:59+09:00,2026-04-23T10:59:59,2026-05-23T10:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395270.jpeg,제로랩,제로랩 컴퍼니,9,380000,2000000,19,8,13,0,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/395270,/web/campaign/detail/395270,,[],,GREEN,,True,False,False,B0160,스포츠·모빌리티,success,2,4,3,1,0,7661,제로랩 컴퍼니,PREORDER,진행중,380000,42222,4.5,0.0011747813601357526,0.0,0.75
398244,m_c5c298a77f63,출근길 배터리 걱정 없는 초경량 미니 보조배터리,2026-04-22T07:59:59+09:00,2026-04-22T07:59:59,2026-05-22T07:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398244.jpeg,두이즈,두이즈,2375,199800000,20000000,999,729,12,0,주변기기 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/398244,/web/campaign/detail/398244,,[],,GREEN,,True,False,False,B0070,주변기기,success,261,90,57,23,10,149646,두이즈,PREORDER,진행중,199800000,84126,9.099616858237548,0.015870788393943038,0.1111111111111111,0.6333333333333333
397894,m_1e0a587abe51,예민한 피부도 매일 쓰는 저자극 감성 세럼,2026-05-08T01:59:59+09:00,2026-05-08T01:59:59,2026-05-22T01:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/397894.jpeg,주식회사 온하루,주식회사 온하루 컴퍼니,42,1950000,5000000,39,7,12,0,스킨케어 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/397894,/web/campaign/detail/397894,,[],,GREEN,,True,True,True,B0190,스킨케어,success,3,4,2,1,1,3381,주식회사 온하루 컴퍼니,REWARD,진행중,1950000,46429,14.0,0.012422360248447204,0.25,0.5
393348,m_0da2ea9b8037,러닝 입문자를 위한 스마트 올인원 밴드,2026-05-01T19:59:59+09:00,2026-05-01T19:59:59,2026-05-22T19:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393348.jpeg,그린웨이,그린웨이,42,750000,3000000,25,18,12,0,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 올인원 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/393348,/web/campaign/detail/393348,,[],,,,True,False,True,B0160,스포츠·모빌리티,success,11,11,5,3,3,1782,그린웨이,PREORDER,진행중,750000,17857,3.8181818181818183,0.02356902356902357,0.2727272727272727,0.45454545454545453
393157,m_2ad8059e94c7,노트북 책상을 깔끔하게 만드는 초경량 멀티 허브,2026-04-30T11:59:59+09:00,2026-04-30T11:59:59,2026-05-21T11:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/393157.jpeg,스튜디오 메디비티,스튜디오 메디비티,175,1360000,2000000,68,51,11,0,주변기기 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/393157,/web/campaign/detail/393157,,[],,,,True,False,False,B0070,주변기기,success,26,31,17,10,4,11665,스튜디오 메디비티,REWARD,진행중,1360000,7771,6.730769230769231,0.015002143163309044,0.12903225806451613,0.5483870967741935
399879,m_e6a8ccf007e5,출근길 배터리 걱정 없는 초경량 감성 보조배터리,2026-04-21T22:59:59+09:00,2026-04-21T22:59:59,2026-05-21T22:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399879.jpeg,무딕스,무딕스 컴퍼니,65,1320000,2000000,66,10,11,0,주변기기 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/399879,/web/campaign/detail/399879,,[],,,,True,False,False,B0070,주변기기,success,3,8,7,1,0,7759,무딕스 컴퍼니,PREORDER,진행중,1320000,20308,21.666666666666668,0.008377368217553808,0.0,0.875
394225,m_2927af445d05,가죽 장인의 손맛을 담은 미니멀 프로 지갑,2026-04-21T02:59:59+09:00,2026-04-21T02:59:59,2026-05-21T02:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/394225.jpeg,주식회사 아이무드,주식회사 아이무드,9,140000,1000000,14,4,11,0,패션·잡화 카테고리에서 일상 문제를 해결하는 프로 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/394225,/web/campaign/detail/394225,,[],,BLUE,,True,False,False,B0170,패션·잡화,success,2,0,0,0,0,7554,주식회사 아이무드,REWARD,진행중,140000,15556,4.5,0.0011914217633042098,0.0,0.0
397451,m_8b0ceb969e1a,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",2026-04-20T10:59:59+09:00,2026-04-20T10:59:59,2026-05-20T10:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/397451.jpeg,주식회사 포근,주식회사 포근,3800,147400000,20000000,737,1447,10,0,홈리빙 카테고리에서 일상 문제를 해결하는 프로 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/397451,/web/campaign/detail/397451,,[],,,,True,False,False,B0120,홈리빙,success,597,78,46,25,7,114472,주식회사 포근,PREORDER,진행중,147400000,38789,6.365159128978225,0.033195890698162,0.08974358974358974,0.5897435897435898
402830,m_24ad0c727f49,13층 깊은 보습에 피부 열감까지 내리는 하이브리드 크림,2026-04-20T04:59:59+09:00,2026-04-20T04:59:59,2026-05-20T04:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402830.jpeg,루미에르,루미에르,424,27810000,3000000,927,109,10,0,스킨케어 카테고리에서 일상 문제를 해결하는 하이브리드 프로젝트입니다.,스킨케어,True,0,https://demo-source.example.invalid/web/campaign/detail/402830,/web/campaign/detail/402830,,[],,GREEN,,True,False,False,B0190,스킨케어,success,39,0,0,0,0,32450,루미에르,PREORDER,진행중,27810000,65590,10.871794871794872,0.013066255778120185,0.0,0.0
395803,m_a9580b768f3f,물끓임 필요 없는 셀프히팅 바이브 머신,2026-05-06T11:59:59+09:00,2026-05-06T11:59:59,2026-05-20T11:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395803.jpeg,스튜디오 로컬랩,스튜디오 로컬랩 컴퍼니,300,7600000,5000000,152,137,10,0,테크·가전 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/395803,/web/campaign/detail/395803,,[],,GREEN,,True,False,False,B0050,테크·가전,success,57,70,37,26,7,19079,스튜디오 로컬랩 컴퍼니,PREORDER,진행중,7600000,25333,5.2631578947368425,0.01572409455422192,0.1,0.5285714285714286
393813,m_3b7c97b42228,가볍게 떠나는 주말 캠핑용 시그니처 세트,2026-04-29T15:59:59+09:00,2026-04-29T15:59:59,2026-05-20T15:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393813.jpeg,브랜드 두이즈,브랜드 두이즈,184,5770000,1000000,577,60,10,0,여행·레저 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/393813,/web/campaign/detail/393813,,[],,,,True,False,False,B0140,여행·레저,success,25,37,16,15,6,16637,브랜드 두이즈,PREORDER,진행중,5770000,31359,7.36,0.011059686241509888,0.16216216216216217,0.43243243243243246
396445,m_a54bec98918e,도심 속 힐링을 위한 프라이빗 데일리 이용권,2026-05-06T01:59:59+09:00,2026-05-06T01:59:59,2026-05-20T01:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/396445.jpeg,주식회사 리디아,주식회사 리디아 컴퍼니,19,1220000,2000000,61,8,10,0,여행·레저 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/396445,/web/campaign/detail/396445,,[],,,,True,False,False,B0140,여행·레저,success,0,0,0,0,0,3428,주식회사 리디아 컴퍼니,REWARD,진행중,1220000,64211,0.0,0.005542590431738623,0.0,0.0
398268,m_5d14d2ff75bc,첫째도 둘째도 쓰는 엄마 추천 감성,2026-04-05T21:59:59+09:00,2026-04-05T21:59:59,2026-05-20T21:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398268.jpeg,주식회사 청연,주식회사 청연 컴퍼니,13,900000,2000000,45,6,10,0,유아·키즈 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,유아·키즈,False,0,https://demo-source.example.invalid/web/campaign/detail/398268,/web/campaign/detail/398268,,[],,,,True,False,False,B0210,유아·키즈,success,3,2,0,2,0,4848,주식회사 청연 컴퍼니,PREORDER,진행중,900000,69231,4.333333333333333,0.0026815181518151814,0.0,0.0
402433,m_2f4f63beac4d,반려동물 털 걱정을 줄이는 감성 클리너,2026-04-04T04:59:59+09:00,2026-04-04T04:59:59,2026-05-19T04:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/402433.jpeg,메이커 포근,메이커 포근,161,5300000,10000000,53,69,9,0,반려동물 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/402433,/web/campaign/detail/402433,,[],,,,True,False,False,B0180,반려동물,success,16,33,17,11,5,4700,메이커 포근,REWARD,진행중,5300000,32919,10.0625,0.03425531914893617,0.15151515151515152,0.5151515151515151
394085,m_51284d04d19d,13층 깊은 보습에 피부 열감까지 내리는 제로 크림,2026-05-05T13:59:59+09:00,2026-05-05T13:59:59,2026-05-19T13:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394085.jpeg,브랜드 유열,브랜드 유열,25,1580000,2000000,79,6,9,0,스킨케어 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/394085,/web/campaign/detail/394085,,[],,BLUE,,True,False,False,B0190,스킨케어,success,2,5,2,2,1,5473,브랜드 유열,PREORDER,진행중,1580000,63200,12.5,0.004567878677142335,0.2,0.4
394685,m_e9a30aa97877,가죽 장인의 손맛을 담은 미니멀 초경량 지갑,2026-04-19T08:59:59+09:00,2026-04-19T08:59:59,2026-05-19T08:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394685.jpeg,주식회사 두이즈,주식회사 두이즈,25,1140000,1000000,114,8,9,0,패션·잡화 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,패션·잡화,True,0,https://demo-source.example.invalid/web/campaign/detail/394685,/web/campaign/detail/394685,,[],,PURPLE,,True,False,False,B0170,패션·잡화,success,7,4,3,0,1,4415,주식회사 두이즈,PREORDER,진행중,1140000,45600,3.5714285714285716,0.0056625141562853904,0.25,0.75
401740,m_0bc20ac6a129,13층 깊은 보습에 피부 열감까지 내리는 데일리 크림,2026-04-28T19:59:59+09:00,2026-04-28T19:59:59,2026-05-19T19:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/401740.jpeg,스튜디오 루미에르,스튜디오 루미에르,12,520000,1000000,52,6,9,0,스킨케어 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/401740,/web/campaign/detail/401740,,[],,,,True,False,False,B0190,스킨케어,success,1,3,1,1,1,914,스튜디오 루미에르,REWARD,진행중,520000,43333,12.0,0.01312910284463895,0.3333333333333333,0.3333333333333333
402615,m_edcdb06b514e,선물하기 좋은 프리미엄 클린 디저트 세트,2026-04-18T20:59:59+09:00,2026-04-18T20:59:59,2026-05-18T20:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/402615.jpeg,청연,청연 컴퍼니,54,1560000,2000000,78,26,8,0,푸드 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,푸드,False,0,https://demo-source.example.invalid/web/campaign/detail/402615,/web/campaign/detail/402615,,[],,GREEN,,False,False,False,B0150,푸드,success,3,8,4,3,1,3663,청연 컴퍼니,REWARD,진행중,1560000,28889,18.0,0.014742014742014743,0.125,0.5
